pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse,mu,H,delta,snr
Kepler-1262,b,2016,288.771814,42.213219,0.0002885683952852315,2454973.90699,0.00385,-0.00385,1,0.11812,1,0,1,Kepler,90.0,,,,0.99,0.06,-0.06,0.98,0.17,-0.09,5771.0,101.71,-103.42,15.18,14.059000000000001,13.719000000000001,0.3790174017850268,,,0.162,0.028999999999999998,-0.015,0.0125,,,447.4740296135214,8.67900242,3.79e-05,-3.79e-05,,,,3.646221543083726,1.8158548784120663,3.972855082433435,2.0,156.4327432662009,4.029273227236052e-05,0.014702613159356438
Kepler-1263,b,2016,286.48365099999995,46.752617,0.00017166875448908938,2454966.06025,0.0038,-0.0038,1,0.10379000000000001,1,0,1,Kepler,90.0,,,,0.84,0.04,-0.04,0.8,0.05,-0.05,5213.0,61.9,-74.37,15.035,13.635,13.219000000000001,0.2333407682724725,,,0.102,0.025,-0.011000000000000001,0.00489,,,465.447502733356,4.55139967,2.128e-05,-2.128e-05,,,,5.714607767360197,1.1433160345557454,1.5541809082479598,32.0,10.305807274732455,2.434710820160813e-06,0.001053417911108439
Kepler-1264,b,2016,289.88437799999997,45.211502,0.00012122643491920726,2454964.51141,0.00196,-0.00196,1,0.053766999999999995,1,0,1,Kepler,90.0,,,,0.99,0.06,-0.06,0.98,0.18,-0.09,5791.0,109.18,-145.15,14.511,13.305,12.959000000000001,0.08785236805145116,,,0.105,0.02,-0.011000000000000001,0.005529999999999999,,,932.6595991069311,0.96852602,2.33e-06,-2.33e-06,,,,5.924276466383768,1.1769429767485615,1.7575910884685513,32.0,19.3506901515909,3.145117540188626e-06,0.0010944296847031167
Kepler-1265,b,2016,284.58578900000003,47.079533000000005,0.0003194002099614652,2454965.25045,0.0035700000000000003,-0.0035700000000000003,1,0.09346,1,0,1,Kepler,90.0,,,,0.71,0.04,-0.05,0.69,0.03,-0.05,4630.0,42.63,-41.2,15.602,13.939,13.32,0.27962774419206327,,,0.12,0.006,-0.012,0.007520000000000001,,,350.71044840383837,6.49441289,2.951e-05,-2.951e-05,,,,5.396997113165277,1.3450776877126416,2.3900696175919545,32.0,6.9889701212743045,2.6073137254247728e-06,0.0010163968224440778
Kepler-1266,b,2016,285.869287,42.728096,0.0009671623328842019,2454987.5819099997,0.0066099999999999996,-0.0066099999999999996,1,0.20037,1,0,1,Kepler,90.0,,,,0.8,0.04,-0.05,0.76,0.04,-0.05,5044.0,49.22,-50.99,15.86,14.388,13.922,0.7794784881730583,,,0.23,0.012,-0.040999999999999995,0.0226,,,240.16687368836932,28.474748,0.0002045,-0.0002045,,,,2.3035784890441025,2.5780655681158966,7.18292198903965,2.0,93.60523717552482,5.584076933763053e-05,0.019146761546572133
Kepler-1267,b,2016,299.169533,43.441094,0.0005306558479040112,2454977.11387,0.00685,-0.00685,1,0.17717,1,0,1,Kepler,90.0,,,,1.15,0.11,-0.11,1.2,0.37,-0.17,6096.0,119.67,-215.9,15.829,14.411,14.092,0.522429173331573,,,0.26899999999999996,0.085,-0.04,0.0293,,,445.50765302202916,13.0313945,0.0001104,-0.0001104,,,,1.866761621317296,3.0152158166225047,9.312372313223971,2.0,183.20272063577983,5.175554724719559e-05,0.016409707525703664
Kepler-1268,b,2016,287.838481,43.153236,0.00029118905065607175,2454965.41393,0.00818,-0.00818,1,0.30254000000000003,1,0,1,Kepler,90.0,,,,1.06,0.08,-0.06,1.09,0.36,-0.12,5904.0,68.91,-79.21,15.272,14.152999999999999,13.909,1.091501311141389,,,0.18100000000000002,0.06,-0.021,0.015,,,284.4990134510206,40.9903986,0.0004806,-0.0004806,,,,3.1371379595750293,2.0288255122999015,4.767426098920121,2.0,103.463333232026,2.3747667569611205e-05,0.008191527553115663
Kepler-436,c,2016,301.720753,44.412063,0.0009323983076168153,2454967.0422099996,0.00404,-0.00404,1,0.13492,2,0,1,Kepler,90.0,,,,0.73,0.03,-0.03,0.7,0.03,-0.02,4651.0,100.0,-100.0,15.856,14.083,13.49,0.5317800476457277,,,0.20800000000000002,0.017,-0.012,0.019,,,257.31353904200284,16.79713874,8.561e-05,-8.561e-05,,,,2.6184342881259384,2.331467992035246,6.038739725298821,2.0,97.56083694961073,6.217584409421502e-05,0.026011513666482813
Kepler-1269,b,2016,287.805581,45.340548999999996,0.00016788473536099517,2454995.90448,0.00662,-0.00662,1,0.30391999999999997,1,0,1,Kepler,90.0,,,,1.1,0.09,-0.06,1.15,0.32,-0.12,5998.0,88.2,-88.22,13.610999999999999,12.498,12.23,1.0383128419407048,,,0.145,0.040999999999999995,-0.016,0.0104,,,304.3859251383752,37.3331536,0.000321,-0.000321,,,,4.230653098759899,1.6253022059861086,3.3054154285846176,2.0,102.46299406542245,1.7004113366264227e-05,0.012708606340621091
Kepler-1270,b,2016,286.71563399999997,48.645278999999995,8.098804364493652e-05,2454970.11912,0.00809,-0.00809,1,0.42767,1,0,1,Kepler,90.0,,,,1.28,0.01,-0.11,3.38,0.3,-0.41,5047.0,40.17,-34.17,13.274000000000001,11.843,11.333,0.32403111868305084,,,0.29600000000000004,0.027000000000000003,-0.057999999999999996,0.0346,,,786.0163729584798,6.03356196,6.551e-05,-6.551e-05,,,,1.6545467731056736,3.31785829635785,10.996862868175747,2.0,331.4200101574173,1.3180447126946653e-05,0.014889293087239325
Kepler-1271,b,2016,286.344287,37.411972999999996,0.00012162098774195973,2454967.3645,0.00351,-0.00351,1,0.1233,1,0,1,Kepler,90.0,,,,1.13,0.06,-0.06,1.23,0.18,-0.13,6143.0,81.37,-88.49,13.925,12.860999999999999,12.569,0.19620087377880865,,,0.132,0.021,-0.013999999999999999,0.008790000000000001,,,741.6788595573558,3.0255955,1.16e-05,-1.16e-05,,,,4.7396379126959,1.479585456483906,2.7937116939671918,2.0,244.80185138150463,3.3595498868194644e-05,0.021316197749329642
Kepler-1272,b,2016,285.219843,38.805878,0.0003957152627898713,2454970.1795200002,0.00772,-0.00772,1,0.24979,1,0,1,Kepler,90.0,,,,1.06,0.08,-0.07,1.09,0.27,-0.11,5926.0,95.26,-135.18,14.423,13.207,12.899000000000001,1.2648106801657255,,,0.21100000000000002,0.062,-0.028999999999999998,0.0195,,,265.27445554944484,51.1309704,0.0004514,-0.0004514,,,,2.5743365856118072,2.365094934228062,6.197653928596158,2.0,100.84759401559424,2.6897195655551883e-05,0.014772395881276296
Kepler-1273,b,2016,285.803226,44.873428000000004,0.0006284837468568795,2454991.1131700003,0.0057399999999999994,-0.0057399999999999994,1,0.19171,1,0,1,Kepler,90.0,,,,0.94,0.04,-0.05,0.91,0.12,-0.06,5566.0,77.45,-71.25,15.825999999999999,14.615,14.192,0.8254303472021,,,0.222,0.028999999999999998,-0.017,0.0213,,,281.81037644561627,28.625653,0.0002174,-0.0002174,,,,2.414341855167689,2.488393722268387,6.7697450604665725,2.0,108.5733244545889,4.372918384896768e-05,0.013240832979736284
Kepler-1274,b,2016,284.593715,46.449776,3.6170862181743915e-05,2454965.76973,0.00881,-0.00881,1,0.24566999999999997,1,0,1,Kepler,90.0,,,,1.45,0.06,-0.05,2.17,0.13,-0.12,6179.0,54.41,-48.15,11.752,10.755999999999998,10.505999999999998,0.3722978220327651,,,0.127,0.009000000000000001,-0.009000000000000001,0.008190000000000001,,,719.3431496981337,6.98152703,6.708e-05,-6.708e-05,,,,4.958505761630237,1.4235405528292124,2.603014650010387,2.0,235.8845317157285,1.0007516661789016e-05,0.01476914177753653
HATS-17,b,2016,192.189799,-47.613693,0.0053661144154189275,2457139.1672,0.0014,-0.0014,1,0.2011,1,0,0,HATSouth,89.08,0.26,-0.26,,1.13,0.03,-0.03,1.09,0.07,-0.05,5846.0,78.0,-78.0,12.39,11.082,10.837,0.1308,0.0012,-0.0012,0.777,0.055999999999999994,-0.055999999999999994,1.338,0.065,-0.065,814.0,16.254611,7.3e-05,-7.3e-05,0.029,0.022,-0.022,3.5372938608131705,8.709378027939355,425.2544080236749,2.0,61.15755849908531,5.9241399931327446e-05,0.0840948205776669
TRAPPIST-1,b,2016,346.622013,-5.041274,0.7266,2457322.51736,0.0001,-0.0001,1,0.0252792,7,1,0,La Silla Observatory,89.65,0.22,-0.27,,0.08,0.01,-0.01,0.12,0.0,-0.0,2559.0,50.0,-50.0,18.8,11.354000000000001,10.718,0.01111,0.00033999999999999997,-0.00033999999999999997,0.09699999999999999,0.003,-0.003,0.00267,0.00227,-0.00227,400.0,1.51087081,6e-07,-6e-07,0.081,,,3.6280573365439954,1.0872711309010519,0.8486018456077817,32.0,14.669389031062735,0.00014673218071318758,0.09610677809388676
TRAPPIST-1,c,2016,346.622013,-5.041274,0.687,2457282.80728,0.00018999999999999998,-0.00018999999999999998,1,0.029425,7,1,0,La Silla Observatory,89.67,0.17,-0.17,,0.08,0.01,-0.01,0.12,0.0,-0.0,2559.0,50.0,-50.0,18.8,11.354000000000001,10.718,0.01521,0.00047000000000000004,-0.00047000000000000004,0.094,0.003,-0.003,0.00434,0.0019199999999999998,-0.0019199999999999998,342.0,2.4218233,1.7e-06,-1.7e-06,0.083,,,6.480137961074784,1.053644188708236,1.3793752846208887,32.0,7.246226608388137,7.005834152257629e-05,0.04929041237768761
TRAPPIST-1,d,2016,346.622013,-5.041274,0.367,2457670.14165,0.00035,-0.00035,1,0.0341167,7,1,0,La Silla Observatory,89.75,0.16,-0.16,,0.08,0.01,-0.01,0.12,0.0,-0.0,2559.0,50.0,-50.0,18.8,11.354000000000001,10.718,0.02144,0.00066,-0.00063,0.069,0.003,-0.003,0.0012900000000000001,0.00085,-0.00085,288.0,4.04961,6.3e-05,-6.3e-05,0.07,,,4.869905360319389,0.773419670434769,0.4099986445071305,32.0,11.061672253965382,7.873152935365928e-05,0.06067948834930525
K2-34,b,2016,127.578773,22.235909,0.007893772491852342,2457144.3468299997,0.0001,-0.0001,1,0.16402076320144268,1,1,0,K2,90.0,,,,1.15,0.04,-0.04,1.44,0.03,-0.03,6071.0,90.0,-90.0,11.548,10.527999999999999,10.258,0.0426,0.0005,-0.0005,1.245,0.028999999999999998,-0.028999999999999998,1.698,0.061,-0.05,1559.0,2.995633,8e-06,-8e-06,0.0,,,1.0912084363097285,13.95518101001866,539.6726343977577,2.0,236.96649368910113,0.0002115561958824612,0.31221566313593324
Kepler-519,b,2016,299.31953799999997,41.384646999999994,0.000576997758143884,2455011.364426,0.000866,-0.000866,1,0.108254,1,0,1,Kepler,90.0,,,,0.89,0.02,-0.03,0.8,0.01,-0.01,5260.0,74.38,-70.24,12.63,11.258,10.793,0.7268237513908047,,,0.187,0.005,-0.004,0.0159,,,266.1028218736532,24.3078946,2.446e-05,-2.446e-05,,,,3.015437893033954,2.0960793966855333,5.053471664855329,2.0,97.44854950017847,4.2824597628177206e-05,0.05765044802403946
Kepler-520,b,2016,293.18032200000005,41.617763000000004,0.00019468895838254622,2455009.26985,0.0019,-0.0019,1,0.14993800000000002,2,0,1,Kepler,90.0,,,,1.1,0.04,-0.04,1.09,0.05,-0.05,6112.0,68.96,-60.87,12.797,11.806,11.552,0.6774271394208472,,,0.14800000000000002,0.025,-0.009000000000000001,0.0107,,,373.8510429646061,19.67416124,5.245e-05,-5.245e-05,,,,4.0933295889550765,1.658929148178925,3.4007639505630203,2.0,127.43187111808437,2.41536893499057e-05,0.02466762922013882
Kepler-520,c,2016,293.18032200000005,41.617763000000004,8.021675718601531e-05,2454964.53958,0.00199,-0.00199,1,0.137546,2,0,1,Kepler,90.0,,,,1.1,0.04,-0.04,1.09,0.05,-0.05,6112.0,68.96,-60.87,12.797,11.806,11.552,0.27939257280261354,,,0.095,0.006,-0.004,0.0039,,,582.1333278659747,5.21104261,1.231e-05,-1.231e-05,,,,5.641204900075912,1.0648531694391747,1.2395307857192317,32.0,14.019253703187262,1.6643486861338025e-06,0.001699762536804098
Kepler-521,b,2016,298.816376,43.998039,0.00039957826351188304,2455039.35915,0.00133,-0.00133,1,0.305104,1,0,1,Kepler,90.0,,,,1.34,0.06,-0.06,1.46,0.14,-0.11,6406.0,90.67,-86.67,12.885,11.915,11.745,0.7843510826213601,,,0.284,0.027999999999999997,-0.021,0.0322,,,421.44548920498687,22.20813214,4.013e-05,-4.013e-05,,,,1.743327314978033,3.183350527586585,10.234074692348528,2.0,175.776992131416,3.5341700893124395e-05,0.03302412979640886
Kepler-522,b,2016,288.153996,44.068821,0.0010221201040013755,2455007.833446,0.000869,-0.000869,1,0.432012,1,0,1,Kepler,90.0,,,,1.54,0.14,-0.11,1.98,0.43,-0.35,6392.0,72.53,-64.51,12.210999999999999,11.302,11.092,1.187356132764691,,,0.616,0.134,-0.10800000000000001,0.12,,,398.0266573478155,38.58422849,4.568e-05,-4.568e-05,,,,0.6366741143831744,6.904732130258227,38.13940879136097,2.0,209.57146436975464,4.9218932173092584e-05,0.06212639059400459
Kepler-523,b,2016,284.06113,45.506855,0.00043727040178026663,2455002.875149,0.000624,-0.000624,1,0.085837,1,0,1,Kepler,90.0,,,,0.93,0.03,-0.03,0.86,0.02,-0.03,5515.0,51.74,-48.73,12.465,11.283,10.908,0.284907935686811,,,0.175,0.006999999999999999,-0.005,0.0142,,,462.035948761983,5.83598311,4.66e-06,-4.66e-06,,,,3.285884408262622,1.961571627914269,4.513163373644383,2.0,165.92175416586517,5.991331647058122e-05,0.06796754525820754
Kepler-524,b,2016,296.859217,49.162048,0.00025222222881776224,2455007.52833,0.00196,-0.00196,1,0.223354,2,0,1,Kepler,90.0,,,,1.09,0.04,-0.04,1.1,0.08,-0.06,6014.0,75.23,-86.17,13.927999999999999,12.729000000000001,12.46,0.3698858555324713,,,0.17,0.012,-0.011000000000000001,0.0136,,,500.1027032450915,7.97419807,2.038e-05,-2.038e-05,,,,3.4329717336190826,1.905526724259576,4.322466329687577,2.0,176.95300688443947,3.805940531791802e-05,0.025586208444252943
Kepler-524,c,2016,296.859217,49.162048,6.454794478671867e-05,2454965.0974,0.00543,-0.00543,1,0.13525,2,0,1,Kepler,90.0,,,,1.09,0.04,-0.04,1.1,0.08,-0.06,6014.0,75.23,-86.17,13.927999999999999,12.729000000000001,12.46,0.14161017974748963,,,0.086,0.006999999999999999,-0.006,0.00264,,,808.2502119077525,1.88897906,1.07e-05,-1.07e-05,,,,5.14738504526727,0.9639723428607264,0.8390669934099414,32.0,23.564521772899667,2.497621491820342e-06,0.0016790767898434695
Kepler-525,b,2016,296.183433,47.358761,0.00044097191487804807,2455003.83222,0.00236,-0.00236,1,0.28779,1,0,1,Kepler,90.0,,,,0.95,0.04,-0.04,1.15,0.16,-0.18,5573.0,77.72,-79.46,13.497,12.248,11.885,0.6232889356591829,,,0.235,0.034,-0.046,0.0233,,,365.02831380867104,18.68404933,5.589e-05,-5.589e-05,,,,2.2265395685609946,2.63411047177059,7.405401873655923,2.0,144.06091409602487,3.862276015676006e-05,0.033836640931043487
Kepler-526,b,2016,297.650933,47.396294,0.00025745491581687097,2455005.0888,0.00125,-0.00125,1,0.16810799999999998,1,0,1,Kepler,90.0,,,,1.15,0.04,-0.04,1.14,0.07,-0.06,5894.0,80.86,-84.44,13.046,11.91,11.569,0.29247064288063007,,,0.17800000000000002,0.013999999999999999,-0.015,0.0145,,,561.1186648228525,5.45849832,9.07e-06,-9.07e-06,,,,3.188497483960899,1.9951985701070853,4.608511895622785,2.0,204.15805890116255,4.2960431048599086e-05,0.04353239546346174
Kepler-527,b,2016,290.95791099999997,47.406284,0.0003214962595973542,2455002.8621,0.00143,-0.00143,1,0.257504,1,0,1,Kepler,90.0,,,,1.28,0.22,-0.12,1.45,0.69,-0.24,6388.0,115.33,-136.67,13.39,12.424000000000001,12.187999999999999,0.5484280682831205,,,0.253,0.12,-0.040999999999999995,0.0266,,,500.86694321371283,13.28535633,2.409e-05,-2.409e-05,,,,2.0370334304692435,2.8358721249274863,8.45423561541835,2.0,200.6880835075122,3.666082094386545e-05,0.027934835701913848
Kepler-528,b,2016,295.684814,47.748081,0.00032515096298529314,2455010.7233599997,0.00247,-0.00247,1,0.22775399999999998,1,0,1,Kepler,90.0,,,,1.01,0.04,-0.04,1.06,0.15,-0.1,5807.0,96.43,-81.11,13.936,12.795,12.488,0.6608492364816131,,,0.18600000000000003,0.026000000000000002,-0.017,0.0157,,,354.63929929743875,19.78297415,6.532e-05,-6.532e-05,,,,3.0257908348978306,2.0848704159545948,4.989905983536394,2.0,130.12265218560788,3.2595987601689294e-05,0.021632568096139188
Kepler-529,b,2016,285.888369,47.880386,0.00022391199533675337,2455003.1390259997,0.0008789999999999999,-0.0008789999999999999,1,0.101383,2,0,1,Kepler,90.0,,,,1.07,0.06,-0.06,1.14,0.15,-0.1,6087.0,70.08,-64.04,13.763,12.786,12.466,0.14524166757279253,,,0.166,0.022000000000000002,-0.015,0.013,,,822.3248452165855,1.98035766,2.31e-06,-2.31e-06,,,,3.5244972131249517,1.860690801335821,4.131769285730772,2.0,290.2391851405981,5.81086586001909e-05,0.03523787396054077
Kepler-529,c,2016,285.888369,47.880386,0.00025745491581687097,2454971.32478,0.0024,-0.0024,1,0.13610799999999998,2,0,1,Kepler,90.0,,,,1.07,0.06,-0.06,1.14,0.15,-0.1,6087.0,70.08,-64.04,13.763,12.786,12.466,0.5048722384700256,,,0.17800000000000002,0.037000000000000005,-0.019,0.0147,,,441.0606162157105,12.8345022,3.659e-05,-3.659e-05,,,,3.232476759601738,1.9951985701070853,4.672077576941719,2.0,158.29265377886904,3.302053979805454e-05,0.022137476036817087
Kepler-530,b,2016,283.340288,48.549046000000004,0.0009647070079305341,2455004.334643,0.0009289999999999999,-0.0009289999999999999,1,0.24096700000000001,1,0,1,Kepler,90.0,,,,0.97,0.03,-0.03,0.89,0.03,-0.03,5697.0,56.57,-50.16,13.4,12.302999999999999,11.939,1.0305186928371388,,,0.26899999999999996,0.015,-0.009000000000000001,0.0293,,,255.29751271144698,39.30941904,4.834e-05,-4.834e-05,,,,1.866761621317296,3.0152158166225047,9.312372313223971,2.0,104.98405264874756,5.33821425653233e-05,0.045618388171958714
Kepler-531,b,2016,286.524812,48.683601,0.0011546536201806235,2455006.194425,0.0008960000000000001,-0.0008960000000000001,1,0.19003299999999998,1,0,1,Kepler,90.0,,,,0.78,0.03,-0.03,0.75,0.02,-0.02,4893.0,47.74,-49.34,13.34,11.772,11.245,0.7982394828097843,,,0.248,0.006999999999999999,-0.017,0.0256,,,228.70335872303963,29.88485741,3.246e-05,-3.246e-05,,,,2.0814357335602924,2.7798272212727926,8.136407208823675,2.0,91.49044697945611,6.0351091628466904e-05,0.07099521284518978
Kepler-532,b,2016,298.660915,48.606373,0.0008873351156867575,2455003.7858849997,0.000701,-0.000701,1,0.10927100000000001,1,0,1,Kepler,90.0,,,,0.87,0.03,-0.03,0.79,0.02,-0.02,5192.0,82.8,-82.15,13.524000000000001,12.014000000000001,11.616,0.47343364820250156,,,0.22899999999999998,0.019,-0.012,0.0224,,,323.4088995868057,12.92491623,1.23e-05,-1.23e-05,,,,2.313234466985158,2.5668565873849576,7.119356307720715,2.0,126.07086231003936,6.964513267095659e-05,0.06474060217155277
Kepler-533,b,2016,293.68573599999996,48.825146000000004,0.0018578890697811992,2455020.363548,0.000618,-0.000618,1,0.19076700000000002,1,0,1,Kepler,90.0,,,,0.78,0.02,-0.03,0.72,0.01,-0.02,4758.0,53.5,-40.01,13.933,12.335,11.777999999999999,0.7735875367788129,,,0.302,0.006999999999999999,-0.028999999999999998,0.0357,,,221.34476328466732,28.51120525,2.321e-05,-2.321e-05,,,,1.6074055760627006,3.3851121807434814,11.34647411542989,2.0,94.15745942333697,8.190670181711167e-05,0.07538125677656464
KELT-4 A,b,2016,157.062546,25.573189000000003,0.011907420183990772,2456190.3020099998,0.00022,-0.00022,1,0.14428,1,0,0,KELT,83.16,0.22,-0.21,,1.2,0.07,-0.06,1.6,0.04,-0.04,6206.0,75.0,-75.0,9.98,9.017000000000001,8.79,0.04317,0.00079,-0.00074,1.699,0.046,-0.045,0.902,0.06,-0.059,1823.0,2.9895932,4.9e-06,-4.9e-06,0.0,,,0.2280890751528241,19.04405826186482,286.6812227483967,2.0,971.4192362082172,0.0009713396013662657,1.4335077094090618
K2-28,b,2016,335.62439,-7.955366000000001,0.005380412608963986,2456977.99012,0.00075,-0.00074,1,0.046702356887966895,1,1,0,K2,88.9,0.8,-1.2,,0.26,0.05,-0.05,0.29,0.03,-0.03,3214.0,60.0,-60.0,16.061,11.695,11.027999999999999,0.0214,0.0013,-0.0013,0.207,0.021,-0.021,0.0189,,,568.0,2.260455,4.1e-05,-4.1e-05,0.0,,,2.6425843040492816,2.320259011304307,6.0069568846393535,2.0,214.42085962765913,0.000807807478555694,0.6332649598917052
K2-19,d,2016,174.96031200000002,0.603575,0.00014855057175908225,2456808.9207,0.0086,-0.0086,1,0.09041669999999999,3,1,0,K2,85.83,2.97,-4.74,,0.93,0.05,-0.05,0.86,0.04,-0.04,5430.0,60.0,-60.0,13.0,11.595999999999998,11.208,0.0344,0.0006,-0.0006,0.102,0.012,-0.012,0.04405,,,1252.0,2.50856,0.00041,-0.00041,0.0,,,51.47821516405249,1.1433160345557454,14.000341310495424,32.0,3.077362004446506,6.275570961024367e-07,0.0006403919015896075
K2-31,b,2016,245.44075,-23.547864999999998,0.019502640343300008,2457191.7088900004,0.00023999999999999998,-0.00023999999999999998,1,0.0409,1,1,0,K2,79.9,0.8,-0.8,,0.91,0.06,-0.06,0.78,0.07,-0.07,5280.0,70.0,-70.0,10.775,9.318,8.942,0.022,0.0018,-0.0018,1.06,0.35,-0.35,1.774,0.079,-0.079,1516.013893111005,1.25785,2e-06,-2e-06,0.0,,,1.8472007788122,11.881519574795002,563.827593298953,2.0,159.88256486322442,0.0004136336425396639,0.3443360330211709
K2-32,b,2016,252.426086,-19.542822,0.0031393755425176044,2456909.91832,0.00055,-0.00055,1,0.14699951257240645,3,1,0,K2,90.0,,,,0.86,0.03,-0.03,0.84,0.04,-0.04,5275.0,60.0,-60.0,12.31,10.404000000000002,9.993,0.08036,0.00088,-0.00088,0.45799999999999996,0.025,-0.025,0.051910000000000005,0.0085,-0.0085,817.0,8.99213,0.00016,-0.00016,0.0,,,0.6700892923058012,5.133713174769915,16.49847258632957,2.0,549.720324268782,0.0005491843552648396,0.8104889433640401
K2-32,d,2016,252.426086,-19.542822,0.0014013775876660364,2456903.7901,0.0026,-0.0026,1,0.21974130638955766,3,1,0,K2,90.0,,,,0.86,0.03,-0.03,0.84,0.04,-0.04,5275.0,60.0,-60.0,12.31,10.404000000000002,9.993,0.1862,0.002,-0.002,0.306,0.031,-0.031,0.03241,0.014790000000000001,-0.014790000000000001,537.0,31.7154,0.0022,-0.0022,0.0,,,1.402790560782731,3.429948103667236,10.30081865773341,2.0,258.3318285181704,0.00017036863784896262,0.2514308646064538
K2-32,c,2016,252.426086,-19.542822,0.0010829711181714514,2456961.4067,0.0032,-0.0032,1,0.1896989395160591,3,1,0,K2,90.0,,,,0.86,0.03,-0.03,0.84,0.04,-0.04,5275.0,60.0,-60.0,12.31,10.404000000000002,9.993,0.1399,0.0015,-0.0015,0.26899999999999996,0.022000000000000002,-0.022000000000000002,0.03807,,,619.0,20.6602,0.0017,-0.0017,0.0,,,2.425515867697934,3.0152158166225047,12.099727439059269,2.0,195.907987174397,0.00011313086159375242,0.16695907593865542
WASP-119,b,2016,55.933441,-65.193855,0.014373563962519343,2456537.547,0.002,-0.002,1,0.126,1,0,0,SuperWASP-South,85.0,2.0,-2.0,,1.02,0.06,-0.06,1.2,0.1,-0.1,5650.0,100.0,-100.0,12.2,10.924000000000001,10.612,0.0363,0.0007,-0.0007,1.4,0.2,-0.2,1.23,0.08,-0.08,1600.0,2.49979,1e-05,-1e-05,0.058,,,0.5559030895360675,15.692573023314152,390.92894011145,2.0,424.5323140144215,0.0006161276551858077,0.9092841910765912
WASP-124,b,2016,332.714323,-30.749671999999997,0.015606801743358337,2457028.5834,0.0001,-0.0001,1,0.1071,1,0,0,SuperWASP-South,86.3,0.2,-0.2,,1.07,0.05,-0.05,1.02,0.02,-0.02,6050.0,100.0,-100.0,12.7,11.65,11.419,0.0449,0.0007,-0.0007,1.24,0.03,-0.03,0.6,0.07,-0.07,1400.0,3.37265,1e-06,-1e-06,0.017,,,0.39026920004255483,13.899136106363963,190.69704395680486,2.0,597.3927751600796,0.0010694249953925733,1.0790951140685474
WASP-126,b,2016,63.373865,-69.226807,0.006034008405734906,2456890.3191,0.0006,-0.0006,1,0.142,1,0,0,SuperWASP-South,87.9,1.5,-1.5,,1.12,0.06,-0.06,1.27,0.1,-0.05,5800.0,100.0,-100.0,10.8,9.962,9.658999999999999,0.0449,0.0008,-0.0008,0.96,0.1,-0.05,0.28,0.04,-0.04,1480.0,3.2888,1e-05,-1e-05,0.18,,,0.3924844143965772,10.760621501701133,88.99195384650895,2.0,811.1215883249769,0.0007341907471868064,1.0835222766463006
WASP-129,b,2016,176.29896499999998,-42.063927,0.011275914259576398,2457027.4373,0.0002,-0.0002,1,0.1119,1,0,0,SuperWASP-South,87.7,0.2,-0.2,,1.0,0.03,-0.03,0.9,0.02,-0.02,5900.0,100.0,-100.0,12.3,10.725,10.470999999999998,0.0628,0.0007,-0.0007,0.93,0.03,-0.03,1.0,0.1,-0.1,1100.0,5.748145,4e-06,-4e-06,0.096,,,1.5418042470816982,10.424352079772973,317.8284065946748,2.0,158.41576269869967,0.0002702645002577563,0.3771134133041042
Kepler-461,b,2016,292.249069,46.164867,0.0006745960191690797,2455008.9915759997,0.000754,-0.000754,1,0.124696,1,0,1,Kepler,90.0,,,,0.98,0.02,-0.03,0.91,0.02,-0.02,5634.0,43.2,-45.6,13.704,12.253,11.969000000000001,0.36706419988113315,,,0.23,0.006,-0.005,0.0226,,,427.759656087029,8.31378306,7.66e-06,-7.66e-06,,,,2.3035784890441025,2.5780655681158966,7.18292198903965,2.0,166.71967889336076,7.013205957499173e-05,0.059109941372071026
Kepler-462,b,2016,299.821155,43.814274,0.0002864765689415621,2454983.56897,0.00201,-0.00201,1,0.417563,1,0,1,Kepler,90.0,,,,1.59,0.11,-0.11,2.04,0.33,-0.28,7070.0,58.86,-57.56,11.642000000000001,10.982999999999999,10.876,2.0268165375230165,,,0.336,0.055,-0.046,0.043,,,342.02714540140835,84.6879808,0.0002068,-0.0002068,,,,1.4058167279510887,3.766217525595397,13.666621483571015,2.0,149.52385494954294,1.810961141620243e-05,0.02524951655103588
Kepler-463,b,2016,298.937046,44.85791,0.0009645476246739513,2454969.649263,0.000292,-0.000292,1,0.078071,1,0,1,Kepler,90.0,,,,0.87,0.05,-0.05,0.9,0.13,-0.08,5661.0,105.05,-99.18,12.87,11.65,11.232000000000001,0.37141345843584167,,,0.272,0.038,-0.027000000000000003,0.03,,,424.9314635425686,8.98101683,3.16e-06,-3.16e-06,,,,1.8488114661465351,3.0488427588153213,9.534852197840243,2.0,174.49189244231292,8.849270494651416e-05,0.08254131175835486
