pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse,mu,H,delta,snr
Kepler-128,c,2013,282.492224,43.980213,4.4838413517719666e-05,,,,1,0.3166447426714663,2,0,1,Kepler,90.0,,,,1.2,,,1.55,,,6090.0,,,11.39,10.373,10.094,0.1664,,,0.10099999999999999,0.003,-0.003,0.105,0.01,-0.01,845.0,22.804,,,,,,126.38724903774609,1.1321070538248066,33.37198269244085,32.0,0.8543385142362956,5.306764873477305e-08,7.831749418484195e-05
Kepler-129,b,2014,285.311284,47.848595,0.0001748026857973848,2455009.82166,0.00228,-0.00228,1,0.3032,2,0,1,Kepler,90.0,,,,1.5,,,1.64,0.05,-0.05,5770.0,83.0,-83.0,11.696,10.6,10.325,0.131,,,0.21100000000000002,0.019,-0.019,0.0195,,,984.4539076259462,15.79186,6.8e-05,-6.8e-05,0.01,0.24,-0.01,2.5743365856118072,2.365094934228062,6.197653928596158,2.0,374.2531778934208,4.6058349159204315e-05,0.06797313576992475
Kepler-129,c,2014,285.311284,47.848595,0.0002023181778588405,2455041.78963,0.0047799999999999995,-0.0047799999999999995,1,0.4404,2,0,1,Kepler,90.0,,,,1.5,,,1.64,0.05,-0.05,5770.0,83.0,-83.0,11.696,10.6,10.325,0.393,,,0.22699999999999998,0.009000000000000001,-0.009000000000000001,0.0221,,,568.374728572619,82.20017,0.00068,-0.00068,0.2,0.15,-0.2,2.3431105820839826,2.5444386259230805,7.024007785742313,2.0,220.66528266789715,2.8444823986163915e-05,0.04197900962711218
Kepler-130,b,2014,288.450665,40.245305,6.848520882447151e-05,2454972.06666,0.0026899999999999997,-0.0026899999999999997,1,0.1353,3,0,1,Kepler,90.0,,,,1.0763636363636362,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.079,,,0.091,0.004,-0.004,0.00328,,,1073.0788569474596,8.457458,3.9e-05,-3.9e-05,0.15,0.14,-0.15,5.397936235822836,1.0200172465154198,1.0424771736305334,32.0,28.1942409279476,3.0001179526101816e-06,0.004427588670485547
Kepler-130,c,2014,288.450665,40.245305,0.064,2455015.1039,,,1,0.2542,3,0,1,Kepler,89.34,0.66,-0.31,0.0,1.0763636363636362,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.178,0.005,-0.005,0.259,0.022000000000000002,-0.022000000000000002,0.0275,,,683.0,27.50868,6e-05,-7e-05,0.0,0.07,0.0,1.9629601581866807,2.9031260093131186,8.740281181353557,2.0,277.4133445741102,8.622891986560073e-05,0.12725705945427107
Kepler-130,d,2014,288.450665,40.245305,0.00017628676624833174,2455034.15805,0.0046700000000000005,-0.0046700000000000005,1,0.076,3,0,1,Kepler,90.0,,,,1.0763636363636362,,,1.13,0.03,-0.03,5884.0,75.0,-75.0,11.529000000000002,10.81,10.529000000000002,0.377,,,0.146,0.013999999999999999,-0.013999999999999999,0.0105,,,491.21826690654274,87.517905,0.000744,-0.000744,0.8,0.09,-0.4,4.184165122309528,1.6365111867170472,3.3371982692440856,2.0,166.04688446906178,2.9159334527300998e-05,0.033501524784687986
Kepler-131,b,2014,288.530825,40.942304,0.00046012237953582815,2455003.59795,,,1,0.04337859845431727,2,0,1,Kepler,90.0,,,,1.02,0.06,-0.06,1.03,0.1,-0.1,5685.0,74.0,-74.0,11.525,10.418,10.127,0.5777513276622686,,,0.215,0.018000000000000002,-0.018000000000000002,0.051,0.011,-0.011,366.02597244401744,16.092,,,,,,6.364039692330442,2.4099308571518163,16.209248736328412,32.0,3.4525380576436504,1.0340933168153385e-06,0.0009009083648199469
Kepler-131,c,2014,288.530825,40.942304,5.59910954005199e-05,2454987.42342,,,1,0.04989219924431362,2,0,1,Kepler,90.0,,,,1.02,0.06,-0.06,1.03,0.1,-0.1,5685.0,74.0,-74.0,11.525,10.418,10.127,0.7856326862514086,,,0.075,0.006,-0.006,0.026,0.019,-0.019,313.8864781422242,25.5169,,,,,,76.43066550048529,0.8406735548204011,8.263538571461543,32.0,0.7067106135644646,7.382185374645923e-08,6.837992033999149e-05
Kepler-132,b,2014,283.23581,41.343037,8.846151707106399e-05,2455001.86198,0.0019,-0.0019,1,0.136,4,0,1,Kepler,90.0,,,,1.1081818181818182,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.067,,,0.10800000000000001,0.021,-0.021,0.00606,,,1194.0,6.178196,2.2e-05,-2.2e-05,,,,5.965947688793591,1.2105699189413777,1.9260401439637294,32.0,23.91657803705767,2.7613559058345714e-06,0.004075222480240962
Kepler-132,c,2014,283.23581,41.343037,9.85636038970805e-05,2455002.63908,0.00185,-0.00185,1,0.1375,4,0,1,Kepler,90.0,,,,1.1081818181818182,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.068,,,0.114,0.022000000000000002,-0.022000000000000002,0.00687,,,1179.0,6.414914,1.9e-05,-1.9e-05,,,,5.7506940977447645,1.2778238033270097,2.183481153305416,32.0,23.21061235479514,2.8269751098418877e-06,0.004172063620762221
Kepler-132,d,2014,283.23581,41.343037,0.00014443253867466922,2455012.42116,0.00212,-0.00212,1,0.1213,4,0,1,Kepler,90.0,,,,1.1081818181818182,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.136,,,0.138,0.027000000000000003,-0.027000000000000003,0.00951,,,836.0,18.010199,6.7e-05,-6.7e-05,,,,4.487674416340831,1.546839340869538,3.022548146715357,2.0,278.7556916828234,4.369122000019867e-05,0.0634952340981854
Kepler-133,b,2014,297.27797599999997,48.320328,0.0001272911225840794,2454958.97047,0.00275,-0.00275,1,0.0863,2,0,1,Kepler,90.0,,,,1.306,,,1.43,0.24,-0.24,5736.0,100.0,-100.0,12.847999999999999,11.68,11.399000000000001,0.083,,,0.157,0.027000000000000003,-0.027000000000000003,0.0118,,,1148.0780479947787,8.129976,3.8e-05,-3.8e-05,,,,3.7814741279629036,1.7598099747573728,3.750375197817162,2.0,399.3268578610327,4.93145026816934e-05,0.04511547574611551
Kepler-133,c,2014,297.27797599999997,48.320328,0.0003305520493928492,2455018.15322,0.00266,-0.00266,1,0.3235,2,0,1,Kepler,90.0,,,,1.306,,,1.43,0.24,-0.24,5736.0,100.0,-100.0,12.847999999999999,11.68,11.399000000000001,0.204,,,0.253,0.043,-0.043,0.0266,,,732.3106927828055,31.517586,0.000158,-0.000158,,,,2.0370334304692435,2.8358721249274863,8.45423561541835,2.0,293.4232962623998,5.579843197281979e-05,0.06114570127732245
Kepler-134,b,2014,284.739001,49.598396,0.00024029618543206364,2455004.87608,0.0007700000000000001,-0.0007700000000000001,1,0.1209,2,0,1,Kepler,90.0,,,,1.1081818181818182,,,1.18,0.23,-0.23,5983.0,150.0,-150.0,12.324000000000002,11.26,10.984000000000002,0.06,,,0.17800000000000002,0.035,-0.035,0.0147,,,1279.4333858814186,5.317429,8e-06,-8e-06,,,,3.232476759601738,1.9951985701070853,4.672077576941719,2.0,459.1770349438868,9.452762760302254e-05,0.12348685019687991
Kepler-134,c,2014,284.739001,49.598396,9.513556842759142e-05,2454968.50716,0.00296,-0.00296,1,0.0858,2,0,1,Kepler,90.0,,,,1.1081818181818182,,,1.18,0.23,-0.23,5983.0,150.0,-150.0,12.324000000000002,11.26,10.984000000000002,0.092,,,0.11199999999999999,0.022000000000000002,-0.022000000000000002,0.006690000000000001,,,1033.2356697713356,10.105785,5.3e-05,-5.3e-05,,,,5.905411059762915,1.2554058418651322,2.1262720401183746,32.0,20.161792737915796,2.410581925636285e-06,0.0026405848095111197
Kepler-135,b,2014,290.495129,38.795481,0.00016971303372944284,2455004.71611,0.00144,-0.00144,1,0.1647,2,0,1,Kepler,90.0,,,,1.192,,,1.27,0.24,-0.24,6090.0,120.0,-120.0,12.73,11.722000000000001,11.508,0.067,,,0.161,0.031,-0.031,0.0124,,,1278.5421485211457,6.00253,1.6e-05,-1.6e-05,,,,3.6848697417563487,1.8046458976811277,3.941072241773967,2.0,445.0255307660426,7.19595348979647e-05,0.07499499546739535
Kepler-135,c,2014,290.495129,38.795481,6.946049823832643e-05,2454974.38697,0.0069299999999999995,-0.0069299999999999995,1,0.2103,2,0,1,Kepler,90.0,,,,1.192,,,1.27,0.24,-0.24,6090.0,120.0,-120.0,12.73,11.722000000000001,11.508,0.103,,,0.10300000000000001,0.021,-0.021,0.00521,,,1031.1784742433815,11.448708,0.000145,-0.000145,,,,5.912948990910946,1.1545250152866842,1.6558859983582557,32.0,21.851959774262166,2.0765561627422827e-06,0.0021641512863231982
Kepler-136,b,2014,296.467314,42.598771,0.00019404637280556725,2455008.58649,0.00139,-0.00139,1,0.119,2,0,1,Kepler,90.0,,,,1.2433333333333334,,,1.35,0.25,-0.25,6165.0,100.0,-100.0,12.459000000000001,10.804,10.573,0.106,,,0.183,0.034,-0.034,0.062,0.037,-0.033,1060.9143661812843,11.5789,3e-05,-3e-05,,,,12.546324142277433,2.0512434737617786,19.705361208869835,32.0,5.963629412668551,8.855279413790928e-07,0.001276819520914476
Kepler-197,d,2014,295.22643500000004,50.559006,0.00010002022731077096,2455012.46886,0.00328,-0.00328,1,0.2219,4,0,1,Kepler,90.0,,,,1.07,,,1.12,0.03,-0.03,6004.0,102.0,-102.0,11.811,10.814,10.577,0.119,,,0.109,0.009000000000000001,-0.009000000000000001,0.00624,,,888.1974296441874,15.677563,9.6e-05,-9.6e-05,0.03,0.2,-0.03,5.97562284854172,1.2217788996723162,1.9832492571507707,32.0,17.59939529323767,2.2716783635728807e-06,0.003352553981016533
Kepler-197,e,2014,295.22643500000004,50.559006,5.523379441006381e-05,2454987.41342,0.009340000000000001,-0.009340000000000001,1,0.2624,4,0,1,Kepler,90.0,,,,1.07,,,1.12,0.03,-0.03,6004.0,102.0,-102.0,11.811,10.814,10.577,0.164,,,0.081,0.004,-0.004,0.00218,,,756.5908220478647,25.209715,0.000387,-0.000387,0.38,0.25,-0.17,5.087208296910415,0.9079274392060331,0.6928659263763911,32.0,23.69705849316118,2.283375205663751e-06,0.0033698162374811284
Kepler-198,b,2014,290.67312999999996,38.691010999999996,0.0007589554099539413,2455015.43638,0.00105,-0.00105,1,0.1866,3,0,1,Kepler,90.0,,,,0.9690000000000001,,,0.94,0.14,-0.14,5574.0,100.0,-100.0,13.597000000000001,12.421,12.067,0.131,,,0.252,0.037000000000000005,-0.037000000000000005,0.0263,,,719.9934427607855,17.790037,3.5e-05,-3.5e-05,,,,2.0381315387487278,2.8246631441965477,8.358887093439947,2.0,289.47674766713277,0.00012684578646999177,0.10219272527269797
Kepler-198,c,2014,290.67312999999996,38.691010999999996,0.000578442961731084,2455002.5400099996,0.00247,-0.00247,1,0.1528,3,0,1,Kepler,90.0,,,,0.9690000000000001,,,0.94,0.14,-0.14,5574.0,100.0,-100.0,13.597000000000001,12.421,12.067,0.259,,,0.22,0.033,-0.033,0.021,,,512.0522831957435,49.567416,0.00022,-0.00022,,,,2.4458472778144027,2.4659757608065096,6.674396538488171,2.0,196.50797677126596,7.452778235062885e-05,0.0600429655481148
Kepler-199,b,2014,295.559419,40.236271,0.0008611661612326294,2455005.64846,0.0011,-0.0011,1,0.2064,2,0,1,Kepler,90.0,,,,0.9727272727272727,,,0.97,0.17,-0.17,5644.0,117.0,-117.0,13.595,12.449000000000002,12.100999999999999,0.158,,,0.27699999999999997,0.05,-0.05,0.031,,,674.337989167179,23.637604,5e-05,-5e-05,,,,1.8088413190098376,3.104887662470014,9.852680604434918,2.0,277.9171075738849,0.00012509527934556652,0.09921671798564957
Kepler-199,c,2014,295.559419,40.236271,0.0009438944096712344,2454979.56577,0.0016699999999999998,-0.0016699999999999998,1,0.2888,2,0,1,Kepler,90.0,,,,0.9727272727272727,,,0.97,0.17,-0.17,5644.0,117.0,-117.0,13.595,12.449000000000002,12.100999999999999,0.316,,,0.29,0.052000000000000005,-0.052000000000000005,0.0334,,,476.8289649518128,67.093408,0.00019,-0.00019,,,,1.6983631430117863,3.2506044119722173,10.615468780262137,2.0,199.91803206026046,9.321055971481501e-05,0.07392801602818523
Kepler-200,b,2014,284.40992,41.237465,0.00043144196112587053,2455004.6299799997,0.00234,-0.00234,1,0.1472,2,0,1,Kepler,90.0,,,,0.9690000000000001,,,0.94,0.16,-0.16,5678.0,100.0,-100.0,13.984000000000002,12.870999999999999,12.58,0.08,,,0.19,0.037000000000000005,-0.037000000000000005,0.0163,,,938.5288329648547,8.594805,3.6e-05,-3.6e-05,,,,2.947167944590941,2.1297063388783495,5.1806030274931985,2.0,346.1043256300685,0.00011693305975201285,0.07438429469469632
Kepler-200,c,2014,284.40992,41.237465,0.0002409860305856524,2454968.8905599997,0.00297,-0.00297,1,0.0463,2,0,1,Kepler,90.0,,,,0.9690000000000001,,,0.94,0.16,-0.16,5678.0,100.0,-100.0,13.984000000000002,12.870999999999999,12.58,0.09,,,0.142,0.026000000000000002,-0.026000000000000002,0.00993,,,884.8534695047272,10.222157,5.3e-05,-5.3e-05,,,,4.300929251610402,1.5916752637932925,3.1560360774851204,2.0,299.18416839468256,7.625325675170389e-05,0.02925068127279862
Kepler-201,b,2014,293.62604,41.272827,0.00033477182008104505,2455025.09705,0.0016899999999999999,-0.0016899999999999999,1,0.2345,2,0,1,Kepler,90.0,,,,1.14,,,1.23,0.24,-0.24,6065.0,117.0,-117.0,13.004000000000001,12.037,11.784,0.175,,,0.21899999999999997,0.043,-0.043,0.0208,,,775.3497200274206,25.672083,7.5e-05,-7.5e-05,,,,2.455890921877621,2.4547667800755706,6.610830857169235,2.0,297.68869310412924,6.66772434427839e-05,0.06119579379355882
Kepler-201,c,2014,293.62604,41.272827,0.00045032711462122786,2455009.41816,0.007940000000000001,-0.007940000000000001,1,0.5412,2,0,1,Kepler,90.0,,,,1.14,,,1.23,0.24,-0.24,6065.0,117.0,-117.0,13.004000000000001,12.037,11.784,0.573,,,0.254,0.054000000000000006,-0.054000000000000006,0.0267,,,428.48867480244184,151.884058,0.002014,-0.002014,,,,2.020636505426241,2.847081105658425,8.486018456077817,2.0,172.3992332597799,4.3768301939913845e-05,0.04017016664025064
Kepler-202,b,2014,282.973419,41.322006,0.000494603614423961,2455004.01577,0.00098,-0.00098,1,0.0861,2,0,1,Kepler,90.0,,,,0.6960714285714288,,,0.67,0.03,-0.03,4668.0,100.0,-100.0,13.872,12.255,11.732999999999999,0.045,,,0.145,0.009000000000000001,-0.009000000000000001,0.0104,,,868.5509300303412,4.069427,7e-06,-7e-06,,,,4.230653098759899,1.6253022059861086,3.3054154285846176,2.0,292.37333739646067,0.00014933459779178893,0.11586137046667129
Kepler-202,c,2014,282.973419,41.322006,0.0006404558098783515,2455013.79623,0.0014,-0.0014,1,0.1189,2,0,1,Kepler,90.0,,,,0.6960714285714288,,,0.67,0.03,-0.03,4668.0,100.0,-100.0,13.872,12.255,11.732999999999999,0.113,,,0.165,0.009000000000000001,-0.009000000000000001,0.0128,,,548.1031838176309,16.282493,3.8e-05,-3.8e-05,,,,3.5337532451244424,1.8494818206048824,4.0682036044118375,2.0,194.1154280458611,0.00010972781796729156,0.10073003514125782
Kepler-203,b,2014,297.089977,41.388039,0.00044946501558323617,2455002.64158,0.00073,-0.00073,1,0.0792,3,0,1,Kepler,90.0,,,,1.0745454545454547,,,1.11,0.21,-0.21,5821.0,100.0,-100.0,13.989,12.859000000000002,12.47,0.043,,,0.22899999999999998,0.046,-0.046,0.0224,,,1426.1268572155757,3.162697,4e-06,-4e-06,,,,2.313234466985158,2.5668565873849576,7.119356307720715,2.0,555.931029982111,0.00016558099312520888,0.08839080640349166
Kepler-203,c,2014,297.089977,41.388039,0.00041483012822464557,2455005.23697,0.00091,-0.00091,1,0.0839,3,0,1,Kepler,90.0,,,,1.0745454545454547,,,1.11,0.21,-0.21,5821.0,100.0,-100.0,13.989,12.859000000000002,12.47,0.061,,,0.22,0.042,-0.042,2.36,1.319,-1.085,1197.3675083519727,5.370647,8e-06,-8e-06,,,,274.86664645914243,2.4659757608065096,750.0750395634325,32.0,0.25555280684555637,6.740443292131389e-08,3.682873189814532e-05
Kepler-203,d,2014,297.089977,41.388039,0.00014042514092629324,2454966.96882,0.00445,-0.00445,1,0.1663,3,0,1,Kepler,90.0,,,,1.0745454545454547,,,1.11,0.21,-0.21,5821.0,100.0,-100.0,13.989,12.859000000000002,12.47,0.1,,,0.128,0.025,-0.025,0.107,0.577,-0.104,935.1739194047154,11.32972,8e-05,-8e-05,,,,63.27497060221605,1.4347495335601512,34.0076395056302,32.0,1.4902130964815827,2.2877185898450853e-07,0.00015308989908995588
Kepler-204,b,2014,285.347187,41.761925,0.00035078773049686463,2455007.98593,0.00213,-0.00213,1,0.1627,2,0,1,Kepler,90.0,,,,1.16,,,1.24,0.26,-0.26,5812.0,100.0,-100.0,13.909,12.845999999999998,12.485999999999999,0.117,,,0.226,0.048,-0.048,0.0218,,,912.3822237007639,14.400974,5.6e-05,-5.6e-05,,,,2.342120629988114,2.533229645192142,6.92865926376391,2.0,355.9401754621876,8.153398619362287e-05,0.05416049326598115
Kepler-204,c,2014,285.347187,41.761925,0.00017581967853237785,2454988.15165,0.006790000000000001,-0.006790000000000001,1,0.1826,2,0,1,Kepler,90.0,,,,1.16,,,1.24,0.26,-0.26,5812.0,100.0,-100.0,13.909,12.845999999999998,12.485999999999999,0.173,,,0.16,0.035,-0.035,0.0121,,,750.3202964955663,25.660593,0.000288,-0.000288,,,,3.663561662381765,1.793436916950189,3.845723719795565,2.0,264.32674003683394,4.297565151341375e-05,0.028547389782537687
Kepler-205,b,2014,285.287111,41.861171999999996,0.0006362283903396147,2455003.84454,0.00045999999999999996,-0.00045999999999999996,1,0.0812,2,0,1,Kepler,90.0,,,,0.6041176470588235,,,0.55,0.02,-0.02,4321.0,100.0,-100.0,13.505999999999998,11.607999999999999,10.962,0.032,,,0.135,0.012,-0.012,0.00909,,,672.0,2.75564,2e-06,-2e-06,,,,4.581847824993478,1.513212398676722,2.889060215945594,2.0,224.34311056536504,0.00015648257018309778,0.16926694900713074
HD 149026,b,2005,247.623413,38.347309,0.29,,,,1,0.11631190539967544,1,0,0,Subaru Telescope,84.55,0.58,-0.58,,1.42,0.33,-0.33,1.41,0.03,-0.03,6179.0,15.0,-15.0,8.15,7.117999999999999,6.899,0.04364,0.00022,-0.00022,0.74,0.02,-0.02,0.38,0.06,-0.06,1626.0,2.87589,2e-06,-2e-06,0.0,,,1.1629646682638726,8.294645740894623,120.77479450597642,2.0,390.15771082059894,0.00021846471970973086,0.31248856278040593
HD 189733,b,2005,300.18212900000003,22.710854,2.4,,,,1,0.07408196262155482,1,0,0,Haute-Provence Observatory,85.71,0.0,0.0,,0.79,0.08,-0.08,0.75,0.01,-0.01,5052.0,16.0,-16.0,7.67,6.0729999999999995,5.587000000000001,0.0313,0.0004,-0.0004,1.13,0.01,-0.01,1.13,0.08,-0.08,1201.0,2.21857567,1.5e-07,-1.5e-07,0.0,,,0.9712280043620438,12.666148225960708,359.1460994519825,2.0,225.97545068929276,0.0006752383226522607,0.7660310188176409
HD 209458,b,1999,330.794891,18.884319,1.5,,,,1,0.13328777095940475,1,0,0,W. M. Keck Observatory,86.71,0.05,-0.05,,1.23,0.09,-0.09,1.19,0.02,-0.02,6091.0,10.0,-10.0,7.632000000000001,6.591,6.3660000000000005,0.04707,0.00045,-0.00047000000000000004,1.39,0.02,-0.02,0.73,0.04,-0.04,1459.0,3.52474859,3.8e-07,-3.8e-07,0.0,,,0.3370982847164926,15.580483216004765,232.01473681411258,2.0,642.9864821662088,0.0009473382420261221,1.3980863865246678
Kepler-18,b,2011,298.07943900000004,44.746321,0.0254,2454966.5068,0.0021,-0.0021,1,0.0865,3,0,1,Kepler,84.92,0.26,-0.26,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.0447,0.0006,-0.0006,0.17800000000000002,0.009000000000000001,-0.009000000000000001,0.022,0.011,-0.011,1284.3658074226855,3.504725,2.8e-05,-2.8e-05,0.0,,,4.837720320492397,1.9951985701070853,6.992224945082845,2.0,307.99656242828917,6.970229113966846e-05,0.05126228223138944
Kepler-18,c,2011,298.07943900000004,44.746321,0.22866,2455167.0883,0.0023,-0.0023,1,0.1453,3,0,1,Kepler,87.68,0.22,-0.22,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.0752,0.0011,-0.0011,0.49,0.023,-0.023,0.054,0.006,-0.006,990.2242927020072,7.64159,3e-05,-3e-05,0.0,,,0.5692245245907253,5.492400558159954,17.16273395611244,2.0,733.1144623624313,0.00045319248888104095,0.3992331899733075
Kepler-18,d,2011,298.07943900000004,44.746321,0.3265,2455169.1776,0.0013,-0.0013,1,0.1533,3,0,1,Kepler,88.07,0.1,-0.1,,0.97,0.04,-0.04,1.11,0.05,-0.05,5345.0,100.0,-100.0,13.549000000000001,12.189,11.873,0.1172,0.0017,-0.0017,0.623,0.028999999999999998,-0.028999999999999998,0.052,0.004,-0.004,793.1926677040669,14.85888,4e-05,-4e-05,0.0,,,0.2666964820202542,6.983194995374798,16.527077142923087,2.0,985.8055320282281,0.0007770274831087496,0.684510816903378
Kepler-19,b,2011,290.420839,37.851786,0.0005541233313531549,,,,1,0.03105098488332208,3,0,1,Kepler,90.0,,,59.1,0.94,0.04,-0.04,0.86,0.02,-0.02,5544.0,20.0,-20.0,11.898,10.719000000000001,10.375,0.38973144580482866,,,0.19699999999999998,0.004,-0.004,0.026430000000000002,0.00503,-0.00472,397.12115299247824,9.28716,4e-05,-6e-05,0.12,0.02,-0.02,4.287227876872495,2.20816920399492,8.400204786297255,2.0,97.09528040192372,3.8859949523022954e-05,0.028237041584061866
Kepler-20,b,2011,287.698004,42.338726,0.00031956658589819977,2454967.502014,0.00025299999999999997,-0.000217,1,0.10204008042396971,6,0,1,Kepler,87.355,0.215,-1.594,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0463,0.0009,-0.0015,0.16699999999999998,0.006,-0.003,0.03052,0.0044399999999999995,-0.004529999999999999,1105.0,3.69611525,1.15e-06,-8.7e-07,0.03,0.09,-0.03,8.126680749424562,1.8718997820667596,9.700122969269474,32.0,10.508252958169052,2.8188536229622725e-06,0.0034997850541133592
Kepler-20,c,2011,287.698004,42.338726,0.0008477469357485901,2454971.607955,0.000248,-0.000202,1,0.1669592873888805,6,0,1,Kepler,89.815,0.036000000000000004,-0.632,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0949,0.0027,-0.0023,0.272,0.006,-0.005,0.040119999999999996,0.00683,-0.00705,772.0,10.85409089,3.03e-06,-2.6e-06,0.16,0.01,-0.09,2.4724772007266327,3.0488427588153213,12.751275672578352,2.0,237.04674402020342,0.00010649064285711833,0.14616903652394464
Kepler-20,d,2011,287.698004,42.338726,0.000687797494300242,2454997.7303,0.001179,-0.001577,1,0.29727452207993077,6,0,1,Kepler,89.708,0.165,-0.053,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.3506,0.0081,-0.0101,0.245,0.006999999999999999,-0.005,0.03168,0.012490000000000001,-0.011640000000000001,401.0,77.61130017,0.00012305,-0.00011588,0.6,,,2.6715604354124705,2.746200279079977,10.068803920919297,2.0,126.51184191555849,5.057552130588287e-05,0.06941995111153541
Kepler-20,e,2011,287.698004,42.338726,6.793754841659536e-05,2454968.931544,0.002223,-0.000732,1,0.1108107230436731,6,0,1,Kepler,87.632,1.085,-0.128,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.0639,0.0019,-0.0014,0.077,0.002,-0.002,0.01,,,1040.0,6.09852281,6.08e-06,-1.351e-05,0.28,,,27.16476221368211,0.8630915162822784,3.178284065946748,32.0,6.417038092437209,7.942552925603862e-07,0.0010307612678964945
Kepler-20,f,2011,287.698004,42.338726,9.076291465809607e-05,2454968.20706,0.006076,-0.004332,1,0.1520132781071363,6,0,1,Kepler,88.788,0.426,-0.07200000000000001,,0.95,0.05,-0.05,0.96,0.02,-0.02,5495.0,50.0,-50.0,12.51,11.252,10.91,0.1396,0.0036,-0.0035,0.08900000000000001,0.004,-0.008,0.045,,,705.0,19.57758478,9.037e-05,-0.00012256,0.32,,,79.16269615351196,0.9975992850535427,14.302278296760365,32.0,1.2914465730801512,1.84313751705169e-07,0.0002529890212138695
Kepler-21,b,2012,287.36181600000003,38.714016,0.006217,2456798.7188,0.0001,-0.0001,1,0.1496,1,0,1,Kepler,83.2,0.28,-0.26,-15.0,1.41,0.02,-0.03,1.9,0.02,-0.01,6305.0,50.0,-50.0,8.25,7.229,7.031000000000001,0.042717000000000005,0.0,-0.0,0.146,0.002,-0.001,0.01598,0.00541,-0.00541,2025.0,2.78578,3e-05,-3e-05,0.02,0.1,-0.1,6.367900824238692,1.6365111867170472,5.078897937382903,32.0,28.110837965352385,1.6906244915734087e-06,0.002495031849805547
Kepler-22,b,2011,289.217484,47.884464,0.0004941860218602134,2454966.6983,0.0023,-0.0023,1,0.309,1,0,1,Kepler,89.764,0.025,-0.042,,0.97,0.06,-0.06,0.98,0.02,-0.02,5518.0,44.0,-44.0,11.664000000000001,10.523,10.211,0.849,0.018,-0.017,0.212,0.012,-0.012,0.113,,,262.0,289.8623,0.0016,-0.002,0.0,,,14.707841601309088,2.376303914959,35.91460994519825,32.0,1.084462146389159,3.536626741447533e-07,0.000521937095124737
Kepler-23,b,2011,294.218924,49.479225,0.00012702971773964302,2454971.3022,,,1,0.1988,3,0,1,Kepler,90.0,,,,1.4014285714285712,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.075,,,0.17,,,0.8,,,1277.5798641879187,7.1073,,,0.06,0.26,-0.06,201.93951374229897,1.905526724259576,254.26272527573985,32.0,0.480303489365042,5.0206230104528e-08,4.082268329892174e-05
Kepler-23,c,2011,294.218924,49.479225,0.00035702383471980975,2454966.2926,,,1,0.2554,3,0,1,Kepler,90.0,,,,1.4014285714285712,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.099,,,0.285,,,2.7,,,1111.9905402701584,10.7421,,,0.02,0.39,-0.02,144.646279489126,3.1945595083175236,858.136697805622,32.0,0.34813434963021017,6.100428348625652e-08,4.9602579987627685e-05
Kepler-23,d,2014,294.218924,49.479225,0.0001688572192624957,2454980.58253,0.00387,-0.00387,1,0.2539,3,0,1,Kepler,90.0,,,,1.4014285714285712,,,1.55,0.05,-0.05,5828.0,100.0,-100.0,13.437999999999999,12.353,12.047,0.124,,,0.196,0.008,-0.008,0.055,0.043,-0.037,993.5914539923467,15.274299,0.000104,-0.000104,0.08,0.24,-0.08,9.0588393670399,2.1969602232639813,17.480562362707115,32.0,7.222326676781116,8.714500441965155e-07,0.0007085759892945492
